№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
63;Карпиха;заказник;лісовий;451,2;Коростенський р-н, ДП «Коростенський лісгосп АПК», Горщиківське лісництво, кв. 36, кв. 37, кв. 38, кв. 40 (вид. 1 – 15.1);ДП «Коростенський лісгосп АПК»;Рішення 25 сесії Житомирської обласної ради п’ятого скликання від 11.06.10 № 1138 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
64;Мощаниця;заказник;лісовий;136,8;Лугинський р-н,  ДП “Лугинське ЛГ”, Липницьке лісництво, кв. 8, кв. 9, кв. 10;ДП “Лугинське ЛГ”;Рішення двадцять шостої сесії Житомирської обласної ради п’ятого скликання від 08.09.10 №1163 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
65;Мельницький;заказник;лісовий;132,3;Лугинський р-н,  ДП “Лугинське ЛГ”, Радогощанське лісництво, кв. 4, кв. 11;ДП “Лугинське ЛГ”;Рішення двадцять шостої сесії Житомирської обласної ради п’ятого скликання від 08.09.10 №1163 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
66;Урочище Гала;заказник;лісовий;1454;Олевський р-н, ДП «Олевський лісгосп АПК», Копищанське л-во, кв. 21-25, 38-43, 46, 47;ДП «Олевський лісгосп АПК»;Рішення 16 сесії обласної ради п’ятого скликання від 15.08.08  № 642 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
67;Перепища;заказник;лісовий;57;Ружинський район, ДП «Попільнянське лісове господарство», Ружинське лісництво, кв. 70;ДП «Попільнянське лісове господарство»;Рішення XII сесії Житомирської обласної ради VI скликання від 22.11.12 № 718 «Про створення нових і зміну меж існуючих  об’єктів природно-заповідного фонду місцевого значення»
;Разом заказників лісових;52;;31990,4;;;
68;Відьма;заказник;гідрологічний;15;Ємільчинський р-н, ДП «Ємільчинське ЛГ», Ємільчинське л-во, кв. 5, вид. 1-3, 6;ДП «Ємільчинське ЛГ»;Рішення 15 сесії обласної ради п’ятого скликання від 26.06.08  № 595 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
69;Лозанове ;заказник;гідрологічний;14,6;"Коростенський р-н, ДП «Коростенське ЛМГ», Бехівське л-во, кв. 117, вид. 14; кв. 124, вид. 2";ДП «Коростенське ЛМГ»;Рішення 17 сесії обласної ради п’ятого скликання від 14.11.08  № 665 «Про утворення об’єктів природно-заповідного фонду місцевого значення
70;Мицьківський;заказник;гідрологічний;39,4;Новоград-Волинський р-н,  ДП «Новоград-Волинське ДЛМГ», Курчицьке л-во, кв. 15, вид. 11-13, кв. 16, вид. 2, 3, 5, 6-8;ДП «Новоград-Волинське ДЛМГ»;Рішення 16 сесії обласної ради п’ятого скликання від 15.08.08  № 642 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
71;Переспа;заказник;гідрологічний;117;Ємільчинський р-н, ДП «Ємільчинське ЛГ», Жужельське л-во, кв. 5, вид. 1-13;, ДП «Ємільчинське ЛГ»;Рішення 15 сесії обласної ради п’ятого скликання від 26.06.08  № 595 «Про утворення об’єктів природно-заповідного фонду місцевого значення» (площа – 80,2 га). Розширено рішенням XXIV сесії Житомирської обласної ради V скликання від 11.05.10 № 1084 «Про зміну меж об’єктів природно-заповідного фонду місцевого значення» з 80,2 га до 117,0 га
72;Хвощове болото ;заказник;гідрологічний;11,6;"Коростенський р-н, ДП «Коростенське ЛМГ», Бехівське л-во, кв. 123, вид. 2; кв. 116, вид. 19";ДП «Коростенське ЛМГ»;Рішення 17 сесії обласної ради п’ятого скликання від 14.11.08  № 665 «Про утворення об’єктів природно-заповідного фонду місцевого значення
73;Бучмани;заказник;гідрологічний;836,5;" Лугинський  р-н,  ДП “Лугинське ЛГ”,  Дивлинське лісництво, кв. 2, вид. 1, 10; кв. 7, вид. 1, 2, 4, 10; кв. 8, вид. 9, 10, 11, 12; кв.17, вид. 1, 2, 3, 4, 6; кв. 18, вид. 17; кв. 27, вид. 1, 2, 3, 4, 5; кв. 28, вид.1."; ДП “Лугинське ЛГ”        ;Рішення облвиконкому від 01.02.1988 р.   № 27 (295,0 га). Розширено рішенням 26 сесії обласної ради   5 скликання від 08.09.10 № 1163 «Про утворення об’єктів природно-заповідного фонду місцевого значення» (розширено з 295,0 га до 836,5 га)
74;Вовчі острови;заказник;гідрологічний;452;Ємільчинський р-н,  ДП “Ємільчинське ЛГ”, Ємільчинське лісництво, кв. 13, 14, 23, 24; ДП “Ємільчинське ЛГ”       ;Рішення облвиконкому від 02.04.1984 р. № 115
75;Волосне;заказник;гідрологічний;271;Коростенський р-н,  ДП  “Коростенське  ЛМГ” , Ушомирське лісництво, кв. 36, вид. 16, 17, 23, 30; ДП  “Коростенське  ЛМГ”    ;Рішення облвиконкому від 21.01.1982 р. № 26 (20,0 га). Розширено рішенням 26 сесії обласної ради   5 скликання від 08.09.10 № 1163 «Про утворення об’єктів природно-заповідного фонду місцевого значення» (розширено з  20,0 га до 271,0 га)
76;Галове;заказник;гідрологічний;185;Малинський р-н, ДП “Малинське ЛГ”, Любовицьке лісництво, кв. 39, вид.9;   ДП “Малинське ЛГ”;Рішення облвиконкому від 03.12.1982 р. № 489
77;Галове болото;заказник;гідрологічний;92,5;" Коростишівський р-н,  ДП “Коростишівське ЛГ”, Коростишівське лісництво, кв. 15, вид. 21, 34; кв. 16, вид  23, 27; кв. 20, вид. 4, 11; кв. 21, вид. 1."; ДП “Коростишівське ЛГ”   ;Рішення облвиконкому від 17.09.1979 р. № 398
78;Зимник;заказник;гідрологічний;191;"Олевський р-н,  ДП “Олевське ЛГ”, Руднянське лісництво, кв. 54, вид. 1-11,  21, 22, 42; кв.55, вид. 1-15, 20, 24-26, 45; кв.60, вид. 1-8, 10, 11, 33, 46-49,"; ДП “Олевське ЛГ”           ;Рішення облвиконкому від 02.04.1984 р. № 115
79;Клунище;заказник;гідрологічний;63;"Малинський р-н,  ДП “Малинське ЛГ”, Слобідське лісництво, кв. 7, вид. 2, 5; кв. 8, вид.8; кв. 9, вид.1  "; ДП “Малинське ЛГ”  ;Рішення облвиконкому від 03.12.1982 р. № 489
80;Корч;заказник;гідрологічний;687;Олевський р-н, ДП «Олевський лісгосп», Сновидовицьке лісництво, кв. 8, 9, 10, 15, 16, 17.; ДП “Олевське ЛГ”,           ;Рішення 11 сесії 23 скликання облради від 29.11.2001
81;Коморище;заказник;гідрологічний;40;"Овруцький р-н, ДП “Овруцьке ЛГ”, Прилуцьке лісництво, кв. 76, вид. 35, 48 – 20,0 га;  ДП  “Словечанський  лісгосп АПК” – 20, 0 га,   Овруцьке лісництво, кв. 24, вид. 4, 7, 8, 10-17.";  ДП “Овруцьке ЛГ” ДП “Словечанський лісгосп  АПК”;Рішення облвиконкому від 03.12.1982 р. № 489
82;Мисловичі;заказник;гідрологічний;52;"Коростенський р-н,  ДП  “Коростенське  ЛМГ”, Омелянівське лісництво, кв.57, вид. 4, 7, 9, 10; кв. 58, вид. 1-3, 7, 11, 12, 18"; ДП  “Коростенське  ЛМГ”      ;Рішення облвиконкому від 21.01.1982 р. № 26
83;Можарівський;заказник;гідрологічний;35,2;Овруцький  р-н,  ДП  “Словечанський  лісгосп  АПК”,  Словечанське лісництво,  кв. 76, вид. 10-13,  26,  32,  37,  41, 42.;ДП  “Словечанський  лісгосп  АПК”;Рішення облвиконкому від 03.12.1982 р. № 489
84;Речиця;заказник;гідрологічний;120;"Олевський р-н,   ДП “Білокоровицьке ЛГ”,  Поясківське лісництво, кв. 20, вид.  26-31; кв.21, вид. 6,  17,  18; кв. 22, вид. 16; кв. 23, вид. 1,  2,  9,  10; кв. 25, вид. 3.  Тепеницьке лісництво, кв.7, вид. 22-31; кв. 12, вид.8,"; ДП “Білокоровицьке ЛГ”       ;Рішення облвиконкому від 02.04.1984 р. № 115
85;Страхів ;заказник;гідрологічний;2405;"Олевський р-н,  ДП “Олевське ЛГ”, Хочинське лісництво, кв. 9,  15, 16, 17, 18, 22, 23, 24, 25, 29, 30, 31, 32, 33, 36, 37, 38, 43, 44, 45, 50, 51, вид. 1-18; кв. 56, вид. 1-6; кв. 57."; ДП “Олевське ЛГ”           ;Рішення 11 сесії 23 скликання облради від 29.11.2001
86;Сукачове;заказник;гідрологічний;214;Коростенський р-н,  ДП  “Коростенське  ЛМГ” , Ушомирське лісництво, кв. 69, вид. 19, 21, 22; ДП  “Коростенське  ЛМГ”        ;Рішення облвиконкому від 21.01.1982 р. № 26 (22,0 га). Розширено рішенням 26 сесії обласної ради   5 скликання від 08.09.10 № 1163 «Про утворення об’єктів природно-заповідного фонду місцевого значення» (розширено з  22,0 га до 214 га)
87;Сущанські ставки;заказник;гідрологічний;49,5;"Попільнянський  р-н,  ДП  “Попільнянське ЛГ”, Корнинське лісництво, кв.63, вид. 2, 4, 7; кв. 64, вид. 2, 3, 4."; ДП  “Попільнянське ЛГ” ;Рішення облвиконкому від 17.09.1979 р. № 398
88;Телячий мох;заказник;гідрологічний;553;Олевський р-н,  ДП “Білокоровицьке ЛГ”, Зубковицьке лісництво, кв. 45, 46, 51, 58, 66; ДП “Білокоровицьке ЛГ”         ;Рішення облвиконкому від 02.04.1984 р. № 115
89;Телячий мох-2;заказник;гідрологічний;915;Ємільчинський р-н,  ДП “Ємільчинське ЛГ”, Кочичинське лісництво, кв. 1, 2, 5, 6, 7, 10, 11, 12; ДП “Ємільчинське ЛГ”         ;Рішення облвиконкому від 01.02.1988 р. № 27
90;Чорний мох;заказник;гідрологічний;29;"Коростенський р-н,  ДП  “Коростенське  ЛМГ” , Ушомирське лісництво, кв. 18, вид 22; кв.22. вид.3"; ДП  “Коростенське  ЛМГ”          ;Рішення облвиконкому від 21.01.1982 р. № 26
91;Урочище Хилятин;заказник;гідрологічний;591;Олевський р-н, ДП «Олевський лісгосп АПК», Копищанське л-во, кв. 67-69, 76-78, 81;ДП «Олевський лісгосп АПК»;Рішення 16 сесії обласної ради п’ятого скликання від 15.08.08  № 642 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
92;Щуче;заказник;гідрологічний;45,5;" Малинський  р-н,  ДП “Малинське ЛГ”, Українське лісництво, кв. 72, вид.14; кв. 73, вид.6,  ДП “Радомишльське ЛМГ”, Краснобірське лісництво, кв.41, вид. 6; кв. 42, вид. 2, 17, 18, 20; кв. 43, вид. 4, 8, 11, 19, 23; кв. 47, вид. 2, 3, 22, 23."; ДП “Малинське ЛГ”,    ДП “Радомишльське ЛМГ”  ;Рішення облвиконкому від 03.12.1982 р. № 489
93;Рихти;заказник;гідрологічний;85;Малинський р-н, ДП “Малинське ЛГ”, Чоповицьке лісництво, квартал 54;ДП “Малинське ЛГ”;Рішення 21 сесії обласної ради п’ятого скликання від 09.09.09  № 883 «Про утворення та розширення  об’єктів природно-заповідного фонду місцевого значення»
94;Іванівський;заказник;гідрологічний;57,1;"Новоград-Волинський район, ДП «Новоград-Волинське ДЛМГ», Новоград-Волинське лісництво, кв. 26, вид. 7 (площа 5,0 га), кв. 27, вид. 5 (площа 7,0 га), кв. 28, вид. 5 (площа 0,3 га), кв. 28, вид. 7 (площа 10 га), кв. 28, вид. 8 (площа 1,4 га), кв. 28, вид. 18 (площа   1,1 га); кв. 29, вид. 2 (площа 2,5 га), кв. 29, вид. 6 (площа 7,6 га),     кв. 29, вид. 7 (площа 1,2 га), кв. 29, вид. 8 (площа 1,5 га), кв. 29,   вид. 9 (площа 1,9 га), кв. 29, вид. 10 (площа 0,3 га), кв. 29, вид. 19 (площа 2,1 га);  кв. 30, вид. 9 (площа 0,9 га), кв. 30, вид. 10 (площа 1,3 га),  кв. 30, вид. 11 (площа 9,3 га), кв. 30, вид. 12 (площа 0,5 га), кв. 30, вид. 13 (площа 2,0 га), кв. 30, вид. 15 (площа 1,2 га)";ДП «Новоград-Волинське ДЛМГ»;Рішення XII сесії Житомирської обласної ради VI скликання від 22.11.12 № 718 «Про створення нових і зміну меж існуючих  об’єктів природно-заповідного фонду місцевого значення»
;Разом заказників гідрологічних;27;;8166,9;;;
95;Страусово перо;заказник;ботанічний;29,2;"Новоград-Волинський р-н,  ДП “Городницьке ЛГ”, Городницьке лісництво, кв. 29, вид. 21, 23; кв. 28, вид. 51, 52, кв. 31, вид. 1, 2, 9, 17";ДП “Городницьке ЛГ»;Рішення 16 сесії обласної ради п’ятого скликання від 15.08.08  № 642 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
96;Берви;заказник;ботанічний;392;" Радомишльський р-н.,   ДП “Радомишльське ЛМГ”, Поташнянське лісництво, кв. 46, вид. 22-38; кв. 47, вид. 1-28;  кв. 48, вид. 1-23; кв. 49, вид. 1-15; кв. 60, вид. 1-9; кв. 61, вид. 1-24; кв. 62, вид. 1-12"; ДП “Радомишльське ЛМГ”    ;Рішення облвиконкому від 03.12.1982 р. №489
97;Вереси;заказник;ботанічний;335;Олевський р-н,  ДП “Олевське ЛГ”, Кам’янське лісництво, кв. 41, 43, 44; ДП “Олевське ЛГ”       ;Рішення 11 сесії 23 скликання облради від 29.11.2001
98;Вересна;заказник;ботанічний;56;Новоград-Волинський р-н, ДП “Новоград-Волинське ДЛМГ”, Ярунське лісництво, кв. 53; ДП “Новоград-Волинське ДЛМГ”  ;Рішення облвиконкому від 23.12.1991 р. № 360
99;Ветьва;заказник;ботанічний;352;"Олевський  р-н,  ДП “Олевське ЛГ”, Журжевицьке лісництво, кв. 12, вид. 1, 9, 10, 11, 16, 17; кв. 15, вид. 1, 2, 7, 8, 9, 14, 17, 23, 25; кв. 16, вид. 12-14, 16-26; кв. 17,  вид. 8-11, 13-19; кв. 21, вид. 1-4, 6, 7, 8, 10, 16, 20; кв. 22; 28."; ДП “Олевське ЛГ”       ;Рішення 11 сесії 23 скликання облради від 29.11.2001
100; Густі острови;заказник;ботанічний;1252;" Олевський р-н,  ДП “Олевське ЛГ”, Журжевицьке лісництво, кв. 29, вид. 10, 15, 17, 18, 20-30;  кв.  35, 36, 41;  Руднянське лісництво, кв. 19, 20, 21, 27, 28, 35, 42, 43, 49.";  ДП “Олевське ЛГ”       ; Рішення 11 сесії 23 скликання облради від 29.11.2001
101;Давиди;заказник;ботанічний;85,3;"Володарсько-Волинський  р-н,  ДП “Володарсько-Волинський  лісгосп АПК”, кв. 41; кв.42, вид. 16, 21, 22, 23, 24; кв. 55,  вид. 22, 23, 24, 25, 26, 50, 51, 52, 53.";ДП “Володарсько-Волинський  лісгосп АПК”;Рішення 11 сесії 23 скликання облради від 29.11.2001
102;Діброва;заказник;ботанічний;698;Олевський  р-н,  ДП “Олевське ЛГ”, Руднянське  лісництво, кв. 69, 70,77, 82, 84, 85.; ДП “Олевське ЛГ”       ;Рішення 11 сесії 23 скликання облради від 29.11.2001
103;Жовтневе;заказник;ботанічний;48,2;"Попільнянський  р-н,  ДП  “Попільнянське  ЛГ”,  Ходорківське лісництво, кв. 86, вид. 16; кв. 87, вид. 7; кв. 95,  вид.11; кв. 96, вид. 1, 8."; ДП  “Попільнянське  ЛГ”;Рішення облвиконкому від 07.03.1991р. №68
104;Зажеревська дача;заказник;ботанічний;170;Лугинський р-н,  ДП “Лугинське ЛГ”, Лугинське лісництво, кв. 96, 97; ДП “Лугинське ЛГ”      ;Рішення облвиконкому від 17.09.1979 р. № 398
105;Замисло-вицький;заказник;ботанічний;116;Олевський р-н,  ДП “Білокоровицьке ЛГ”, Поясківське лісництво, кв. 19; ДП “Білокоровицьке ЛГ”       ;Рішення облвиконкому від 17.09.1979 р. № 398
106;Зелений мох ;заказник;ботанічний;50;" Овруцький р-н,  ДП “Словечанське ЛГ” , Велідницьке лісництво, кв. 73,  вид. 1, 2, 5, 6, 7, 14, 15; кв. 74, вид. 1, 2, 3, 12, 13, 19"; ДП “Словечанське ЛГ”    ;Рішення сесії обласної ради XXII скликання   від 03.03.1995 р. 
107;Ігорів Брід;заказник;ботанічний;344;Олевський р-н,  ДП “Олевське ЛГ”, Сновидовицьке лісництво, кв. 12, 13, 20; ДП “Олевське ЛГ”         ;Рішення облвиконкому від 17.09.1979 р. № 398
108;Конвалія;заказник;ботанічний;72,2;" Коростишівсь­кий р-н,  ДП ” Коростишівсь­ке  ЛГ”,  Дубовецьке ліс­ництво, кв. 21, вид. 12, 13, 15, 16; кв. 22, вид.   9, 10"; ДП ” Коростишівсь­ке  ЛГ”  ;Рішення облвиконкому від 07.03.1991 р. № 68
109;Красносілка;заказник;ботанічний;120;Овруцький р-н,  ДП “Словечанське ЛГ”, Трохинське лісництво, кв. 2; ДП “Словечанське ЛГ”      ;Рішення облвиконкому від 03.12.1982 р. №489
110;Крим’є;заказник;ботанічний;115;Овруцький р-н,  ДП “Словечанське ЛГ”, Городецьке лісництво, кв. 38; ДП “Словечанське ЛГ”      ;Рішення облвиконкому від 17.09.1979 р. № 398
111;Липницький;заказник;ботанічний;230;" Лугинський  р-н,  ДП “Лугинське ЛГ”, Липницьке лісництво, кв. 47, вид. 19; кв. 48,  кв.51, вид. 22, 24, 29; кв. 52"; ДП “Лугинське ЛГ”        ;Рішення сесії обласної ради XXII скликання   від 03.03.1995 р. 
112;Липова піч;заказник;ботанічний;227;Ємільчинський р-н, ДП “Ємільчинське ЛГ”, Корольовське лісництво, кв. 30, 35; ДП “Ємільчинське ЛГ”    ;Рішення облвиконкому від 01.02.1988 р. № 27
113;Лиса гора;заказник;ботанічний;787;Олевський  р-н,  ДП “Олевське ЛГ”, Олевське лісництво, кв. 19, 24-26, 33-35.; ДП “Олевське ЛГ”         ;Рішення 11 сесії 23 скликання облради від 29.11.2001
114;Ольгино;заказник;ботанічний;815; Ємільчинський р-н, ДП “Ємільчинський лісгосп АПК”, кв. 2-8; ДП “Ємільчинський лісгосп АПК”;Рішення облвиконкому від 23.12. 1991 р. № 360
115;Плющ;заказник;ботанічний;29;"Овруцький р-н,  ДП “Словечанське ЛГ”, Городецьке лісництво, кв. 8, вид. 15; кв.13, вид.6"; ДП “Словечанське ЛГ”       ;Рішення облвиконкому від 07.03.1991 р. № 68
116;Прадуниха;заказник;ботанічний;428;Олевський р-н,  ДП “Олевське ЛГ”, Кам’янське лісництво, кв. 55-59; ДП “Олевське ЛГ”         ; Рішення 11 сесії 23 скликання облради від 29.11.2001
117;Розсохівський ;заказник;ботанічний;10;Народицький р-н, с. Розсохівське ;Розсохівська сільська рада  ;Рішення облвиконкому від 07.03.1991 р. № 68
118;Собачий зуб;заказник;ботанічний;543;Романівський р-н,  ДП “Баранівське ЛМГ”, Биківське лісництво, кв. 36, 37, 41, 42, 46, 52, 53, 54; ДП “Баранівське ЛМГ”;Рішення 11 сесії 23 скликання облради від 29.11.2001
119;Хмелі;заказник;ботанічний;6,8;Овруцький р-н, ДП “Овруцький спецлісгосп”, Журбенське лісництво, кв. 56, вид. 4, 5, 6; ДП “Овруцький спецлісгосп”;Рішення облвиконкому від 03.12.1982 р. № 489
120;Циганка;заказник;ботанічний;345;" Олевський р-н,  ДП “Олевське ЛГ” , Журжевицьке  лісництво, кв. 9, вид. 2, 6-8;  кв.12, вид. 2-4, 6-8, 12-13; кв.15, вид. 3, 4, 18, 21; кв.16, вид. 1-4; кв.17, вид. 1, 2, 5-7. "; ДП “Олевське ЛГ”           ;Рішення облвиконкому від 17.09.1979 р. № 398
121;Підсніжник;заказник;ботанічний;287;Баранівський район, ДП «Баранівське ЛМГ», Зеремлянське лісництво, кв. 27, 28, кв. 45, 46.;ДП «Баранівське ЛМГ»;Рішення 22 сесії обласної ради п’ятого скликання від 13.11.09 №949 «Про утворення об’єктів природно-заповідного фонду місцевого значення».
122;Тішевки ;заказник;ботанічний;14,5;Романівський район, ДП «Бердичівське ЛГ», Романівське лісництво, кв. 34, вид. 1;ДП “Бердичівське ЛГ”  ;Рішення 23 сесії Житомирської обласної ради п’ятого скликання від 18.03.10 № 1023 «Про утворення об’єкта природно-заповідного фонду місцевого значення» (площа становить 14,0 га). Рішенням XII сесії Житомирської обласної ради VI скликання від 22.11.12 № 718 «Про створення нових і зміну меж існуючих об’єктів природно-заповідного фонду місцевого значення» площу заказника змінено з 14,0 га на 14,5 га
;Разом заказників ботанічних;28;;7957,2;;;
123;Барвенкове;заказник;загально­зоологічний;41,9;"Коростенський  р-н,   ДП  “Коростенське  ЛМГ”,  Ушомирське лісництво, кв. 9,  вид. 29;  кв. 10, вид. 21, 22, 23, 26."; ДП  “Коростенське  ЛМГ”;Рішення облвиконкому від 21.01.1982 р. № 26
124;Берльоне;заказник;загально­зоологічний;778;Олевський  р-н,  ДП “Олевське ЛГ”,  Комсомольське лісництво, кв.  8-13, 15, 17; ДП “Олевське ЛГ”           ;Рішення 11 сесії 23 скликання облради від 29.11.2001
125;Боброве болото;заказник;загально­зоологічний;56;Коростишівський р-н, ДП “Коростишівське ЛГ”, Смолівське лісництво, кв.117, вид. 1-19; ДП “Коростишівське ЛГ”  ;Рішення облвиконкому від 07.03.1991 р. № 68
126;Довгий брід;заказник;загально­зоологічний;663; Романівський  р-н, ДП “Бердичівське ЛГ”, Дзержинське лісництво, кв. 17, 18, 19, 20, 21, 22, 23, 24, 39, 40, 41, 42, 43; ДП “Бердичівське ЛГ”  ; Рішення 11 сесії 23 скликання облради від 29.11.2001
127;Довгий мох;заказник;загально­зоологічний;85;" Овруцький р-н,  ДП “Словечанське ЛГ”, Велідницьке лісництво, кв. 83, вид. 18- 20,  25, 26, 28, 34; кв. 84, вид. 10, 18, 24, 25, 28-30; кв. 85, вид. 24, 31; кв. 89, вид. 4, 19-21."; ДП “Словечанське ЛГ”         ;Рішення сесії обласної ради XXII скликання від 03.03.1995 р. 
128;Заболоття;заказник;загально­зоологічний;3000; Овруцький р-н, ДП “Словечанський лісгосп  АПК”,  Бігунське лісництво, кв. 4, 8, 12, 14, 18-20, 24-26, 30, 32, 34, 37, 40-43, 45-52.;ДП  “Словечанський  лісгосп  АПК”;Рішення 14 сесії обласної ради XXIII скликання від 04.07.2000 р.
129;Кленовський;заказник;загально­зоологічний;296;" Новоград-Волинський р-н,  ДП “Городницьке ЛГ”, Кленівське лісництво, кв. 1, вид. 7, 18-21, 23-25; кв. 2, вид. 14-24; кв.3, вид. 24-37, кв.4, кв. 5, вид. 11-19; кв. 6, вид. 27-40"; ДП “Городницьке ЛГ”    ;Рішення облвиконкому від 07.03.1991 р. № 68
130;Соловйове;заказник;загально­зоологічний;1445;Овруцький р-н, ДП “Овруцьке ЛГ”, Піщаницьке лісництво, кв. 20, 24, 25, 26, 29-33, 36-41; ДП “Овруцьке ЛГ”;Рішення 7 сесії 24 скликання облради від 23.04.2003р. № 207
131;Сич ;заказник;загально­зоологічний;344;Ємільчинський р-н,  ДП “Ємільчинське ЛГ”, Глумчанське лісництво, кв.  28, 29, 30; ДП “Ємільчинське ЛГ”    ;Рішення 7 сесії 24 скликання облради від 23.04.2003р. № 207
132;Тетеревиний тік;заказник;загально­зоологічний;108;Червоноармійський р-н,  ДП “Житомирське ЛГ”, Новозаводське лісництво, кв. 73. 74; ДП “Житомирське ЛГ”  ;Рішення облвиконкому від 07.03.1991 р. № 68
133;Токов мох;заказник;загально­зоологічний;454;Ємільчинський р-н,  ДП “Ємільчинське ЛГ”, Жужельське лісництво, кв. 2, 3, 10, 11; ДП “Ємільчинське ЛГ”     ;Рішення облвиконкому від 01.02.1988 р. № 27
134;Токовище;заказник;загально­зоологічний;201; Овруцький  р-н, ДП “Словечанський лісгосп АПК”, Бігунське лісництво, кв. 38;ДП “Словечанський лісгосп АПК”;Рішення облвиконкому від 23.12.1991 р. № 360
135;Чернеча;заказник;загально­зоологічний;228;Любарський р-н,  ДП “Бердичівське ЛГ”, Любарське лісництво, кв. 27, 28, 29; ДП “Бердичівське ЛГ”    ;Рішення сесії обласної ради XXII скликання   від 03.03.1995 р. 
136;Щабель;заказник;загально­зоологічний;72;" Коростенський  р-н,  ДП  “Коростенське  ЛМГ”, Ушомирське лісництво, кв. 21,  вид. 12, 16, 17, 29; кв. 22,  вид. 17, 18, 25, 27, 28, 32; кв. 23,  вид. 8, 9, 10, 12, 13; кв.28,  вид. 1, 2, 3; кв. 29, вид. 1, 2, 3, 4."; ДП  “Коростенське  ЛМГ”  ;Рішення облвиконкому від 21.01.1982 р. № 26
137;Товкачове ;заказник;загально­зоологічний;629;"Овруцький р-н, ДП «Овруцьке лісове господарство», Овруцьке лісництво, квартали 4, 5; Прилуцьке лісництво, квартали 70, 71, 76 (вид. 1-34, 36-47, 49-53)";ДП «Овруцьке лісове господарство»;Рішення 20 сесії обласної ради п’ятого скликання від 28.05.09  № 819 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
138;Сестробиль;заказник;загально­зоологічний;832;Баранівський район, ДП «Баранівське ЛМГ», Явненське лісництво, кв. 18,19, кв. 23-28 ;ДП «Баранівське ЛМГ»;Рішення 22 сесії обласної ради п’ятого скликання від 13.11.09 №949 «Про утворення об’єктів природно-заповідного фонду місцевого значення».
139;Бовсунівський;заказник;загально­зоологічний;1516;Лугинський р-н, ДП «Лугинський лісгосп АПК», Бовсунівське лісництво, кв. 16, кв. 17, кв. 21;ДП «Лугинський лісгосп АПК»;Рішення двадцять шостої сесії Житомирської обласної ради п’ятого скликання від 08.09.10 №1163 «Про утворення об’єктів природно-заповідного фонду місцевого значення»
140;Борутинський;заказник;загально­зоологічний;3116;ДП «Овруцький спецлісгосп», Борутинське лісництво, кв. 1 (площа 78 га), кв. 2 (площа 64 га), кв. 3 (площа 85 га), кв. 4 (площа 113 га), кв. 7 (площа 108 га), кв. 8 (площа 111 га), кв. 9 (площа 56 га), кв. 12 (площа 112 га),  кв. 13 (площа 122 га), кв. 14 (пл. 73 га), кв. 18 (пл. 111 га), кв. 19 (пл. 120 га), кв. 20 (пл. 111 га), кв. 21 (пл. 160 га), кв. 28 (пл. 109 га), кв. 29 (пл. 111 га), кв. 30 (пл. 69 га), кв. 36 (пл. 125 га), кв. 37 (пл. 116 га), кв. 38 (пл. 117 га), кв. 39 (пл. 117 га), кв. 40 (пл. 135 га), кв. 45 (пл. 108 га), кв. 46 (пл. 110 га), кв. 47 (пл. 122 га), кв. 48 (пл. 113 га), кв. 54 (пл. 107 га), кв. 55 (пл. 110 га), кв. 56 (пл. 123 га);ДП «Овруцький спецлісгосп»;Рішення п’ятої сесії обласної ради                VI скликання від 17.05.11 р. № 208 «Про утворення об’єкта природно-заповідного фонду місцевого значення»
141;Кам'янський ;заказник;загально­зоологічний;166,8;ДП «Малинський лісгосп АПК», Недашківське лісництво, кв. 5,   вид. 1 – 25 (площа 85,2 га), кв. 6, вид. 1 – 23 (площа 81,6 га);ДП «Малинський лісгосп АПК»;Рішення IX сесії Житомирської обласної ради VI скликання від 22.03.12 № 503 «Про створення нових та уточнення площі існуючого об’єкта природно-заповідного фонду місцевого значення»
;Разом заказників загальнозоологічних;19;;14031,7;;;
142;Колонія чапель;;орнітологіч-ний;3,4; Володарсько-Волинський р-н, ДП “Вол.-Волинський лісгосп АПК”, кв. 41, вид. 10; ДП “Вол.-Волинський лісгосп АПК”;Рішення десятої сесії обласної ради XXII скликання від 22.11.1997 р.
