№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
38;Виток р. Либідь;пам`ятка природи;гідрологічна;;Солом”янський район  парк “Відрадний”;КП УЗН Солом”янського району;Рішення Київради від 02.12.99р. №147/649
;разом пам`яток природи гідрологічних;4;;0;;;
51.;Природне русло р. Либідь;пам`ятка природи;комплексна;0,3;Голосіївський р-н Солом”янський р-н;Музей”Київська фортеця” КП УЗН Солом”янського ;Рішення Київради від 23.12.04
54.;Літописні гори;пам`ятка природи;комплексна;3,9;Андріївський узвіз – Пейзажна алея- Гончарна;КП УЗН Подільського р-ну;Рішення прийняте
55.;Замкова гора;пам`ятка природи;комплексна;5,9;Андріївський узвіз, Гончари-Кожум»яки, Житній ринок, Фролівський монастир;КП УЗН Подільського р-ну;Рішення Київради від 15.03.07 №254/915
56.;Дніпрові кручі;пам`ятка природи;комплексна;105,3;Вздовж Набережного шосе від Пішохідного мосту до мосту Патона;КП УЗН Печерського району;Рішення Київради від 15.03.07 №254/915
;разом пам`яток природи комплексних;4;;115,4;;;
;Всього пам`яток природи місцевого значення;122;;131,85;;;
1.;Парк “Слава”;парк-пам`ятка садово-паркового мистецтва;;19,4;Печерський район пл.. Слави;КП УЗН Печерського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №14
2.;Аскольдова Могила;парк-пам`ятка садово-паркового мистецтва;;23,5;Печерський район Паркова дорога;КП УЗН Печерського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №15
3.;Березовий гай;парк-пам`ятка садово-паркового мистецтва;;7,8;Подільський район вул. Вишгородська,1;КП УЗН Подільського р-ну;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №16
4.;Кирилівський гай;парк-пам`ятка садово-паркового мистецтва;;34,5;Подільський район;КП УЗН Подільського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №17
5.;Парк по вул.Кобзарській;парк-пам`ятка садово-паркового мистецтва;;7,3;Подільський район;КП УЗН Подільського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №18
6.;Парк КПІ;парк-пам`ятка садово-паркового мистецтва;;13,5;Солом”янський район пр. Перемоги;КП УЗН Солом”янського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №19
7.;Хрещатий;парк-пам`ятка садово-паркового мистецтва;;18,8;Печерський район Європейська площа;КП УЗН Печерського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №20
8.;“Нивки” західна частина;парк-пам`ятка садово-паркового мистецтва;;16,5;Святошинський район пр. Перемоги;КП УЗН Святошинського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №21
9.;Ім.. Пушкіна;парк-пам`ятка садово-паркового мистецтва;;22;Шевченківський район пр. Перемоги;КП УЗН Шевченківського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №22
10.;Міський сад;парк-пам`ятка садово-паркового мистецтва;;10,5;Печерський район вул.. Грушевського;КП УЗН Печерського району;Рішення виконкому міськради від 20.03.72р. №363 Рішення Київради від 17.02.94 №23
11.;Ім.. Т.Шевченка;парк-пам`ятка садово-паркового мистецтва;;5,5;Шевченківський район  вул. Володимирська;КП УЗН Шевченківського району;Рішення виконкому міськради від 20.03.72р. №363
12.;Наводницький парк;парк-пам`ятка садово-паркового мистецтва;;10,2;Набережне шосе;КП УЗН Печерського р-ну;Рішення прийняте
13.;"Парк ""Юність""";парк-пам`ятка садово-паркового мистецтва;;5,94;перетин вул. Картешвілі та просп. Леся Курбаса у Святошинському районі;КП УЗН Святошинського району; Рішення Київради          від 15.12.2011   № 851/7087 
;Всього парків-пам`яток садово-паркового мистецтва місцевого значення;13;;187,64;;;
;Всього територій та об`єктів ПЗФ місцевого значення:;155;;9435,78;;;
;Всього територій та об`єктів ПЗФ;172;;17284,93;;;
